QuestionId,ConstructName,SubjectName,CorrectAnswer,QuestionText,CorrectAnswerText,Option,AnswerText,MisconceptionId,Prompt
200,Factorise a single bracket containing a non-linear expression by taking out a single algebraic common factor (e.g. a),Factorising into a Single Bracket,A,What should replace the circle when this expression is fully factorised? \( 3 a^{2}+2 a \equiv \bigstar(\triangle a+\bigcirc) \),\( \bigcirc=2 \),D,\( \bigcirc=6 \),,"Question: What should replace the circle when this expression is fully factorised? \( 3 a^{2}+2 a \equiv \bigstar(\triangle a+\bigcirc) \)
Incorrect Answer: \( \bigcirc=6 \)
Correct Answer: \( \bigcirc=2 \)
Construct Name: Factorise a single bracket containing a non-linear expression by taking out a single algebraic common factor (e.g. a)
Subject Name: Factorising into a Single Bracket

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
204,Write 5 digit numbers and above as words,Place Value,B,"How do you write this number in words?
\(
204050
\)",Two hundred and four thousand and fifty,D,Two hundred and forty thousand and fifty,,"Question: How do you write this number in words?
\(
204050
\)
Incorrect Answer: Two hundred and forty thousand and fifty
Correct Answer: Two hundred and four thousand and fifty
Construct Name: Write 5 digit numbers and above as words
Subject Name: Place Value

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
216,Identify parallel lines written in the form y = mx + c,Parallel Lines,B,"Tom and Katie are arguing about parallel lines.

Tom says \( \boldsymbol{y}=\mathbf{2 x}+\mathbf{3} \) and \( \boldsymbol{y}=\mathbf{3 x}+\mathbf{2} \) are parallel. 

Katie says \( \boldsymbol{y}=\mathbf{2 x}+\mathbf{3} \) and \( \boldsymbol{y}=\mathbf{2 x}-\mathbf{3} \) are parallel.

Who is correct?","Only
Katie",D,Neither is correct,,"Question: Tom and Katie are arguing about parallel lines.

Tom says \( \boldsymbol{y}=\mathbf{2 x}+\mathbf{3} \) and \( \boldsymbol{y}=\mathbf{3 x}+\mathbf{2} \) are parallel. 

Katie says \( \boldsymbol{y}=\mathbf{2 x}+\mathbf{3} \) and \( \boldsymbol{y}=\mathbf{2 x}-\mathbf{3} \) are parallel.

Who is correct?
Incorrect Answer: Neither is correct
Correct Answer: Only
Katie
Construct Name: Identify parallel lines written in the form y = mx + c
Subject Name: Parallel Lines

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
217,"Solve one-step linear equations requiring multiplication or division, involving positive decimals",Linear Equations,C,"Solve the equation:
\(
0.15=0.5 p
\)",\( p=0.3 \),D,\( p=0.75 \),,"Question: Solve the equation:
\(
0.15=0.5 p
\)
Incorrect Answer: \( p=0.75 \)
Correct Answer: \( p=0.3 \)
Construct Name: Solve one-step linear equations requiring multiplication or division, involving positive decimals
Subject Name: Linear Equations

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
224,"Given the area of a square, calculate a missing dimension","Square Roots, Cube Roots, etc",C,"A square has an area \( 64 \mathrm{~mm}^{2} \)

What is the length of one side of the square?",\( 8 \mathrm{~mm} \),D,\( 4096 \mathrm{~mm} \),,"Question: A square has an area \( 64 \mathrm{~mm}^{2} \)

What is the length of one side of the square?
Incorrect Answer: \( 4096 \mathrm{~mm} \)
Correct Answer: \( 8 \mathrm{~mm} \)
Construct Name: Given the area of a square, calculate a missing dimension
Subject Name: Square Roots, Cube Roots, etc

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
225,"Given information about one part, work out the whole",Sharing in a Ratio,B,"The ratio of cars to bikes in a housing estate is \( 5: 2 \)
If there are \( \mathbf{7 0} \) cars, how many vehicles (cars and bikes) are there in total?",\( 98 \),D,\( 28 \),,"Question: The ratio of cars to bikes in a housing estate is \( 5: 2 \)
If there are \( \mathbf{7 0} \) cars, how many vehicles (cars and bikes) are there in total?
Incorrect Answer: \( 28 \)
Correct Answer: \( 98 \)
Construct Name: Given information about one part, work out the whole
Subject Name: Sharing in a Ratio

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
226,Given a sketch of a linear graph solve f(x) = n,Linear Equations,A,"This is the graph of
\[
y=0.5 x-2
\]

According to the graph, what is the solution to:
\[
0.5 x-2=1
\] ![Graph showing straight line with y intercept (0,-2) and x intercept (4,0)]()",\( x=6 \),D,\( x=2 \),,"Question: This is the graph of
\[
y=0.5 x-2
\]

According to the graph, what is the solution to:
\[
0.5 x-2=1
\] ![Graph showing straight line with y intercept (0,-2) and x intercept (4,0)]()
Incorrect Answer: \( x=2 \)
Correct Answer: \( x=6 \)
Construct Name: Given a sketch of a linear graph solve f(x) = n
Subject Name: Linear Equations

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
238,Add column vectors each containing two elements,Translation and Vectors,A,\( \left(\begin{array}{l}2 \\ 3\end{array}\right)+\left(\begin{array}{c}-1 \\ 0\end{array}\right)= \),\( \left(\begin{array}{l}1 \\ 3\end{array}\right) \),D,\( \left(\begin{array}{l}3 \\ 3\end{array}\right) \),,"Question: \( \left(\begin{array}{l}2 \\ 3\end{array}\right)+\left(\begin{array}{c}-1 \\ 0\end{array}\right)= \)
Incorrect Answer: \( \left(\begin{array}{l}3 \\ 3\end{array}\right) \)
Correct Answer: \( \left(\begin{array}{l}1 \\ 3\end{array}\right) \)
Construct Name: Add column vectors each containing two elements
Subject Name: Translation and Vectors

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
240,"Given the area of a trapezium, calculate a missing dimension",Area of Simple Shapes,A,"The area of this trapezium is \( 40 \mathrm{~cm}^{2} \).

What is the value of \( a \) ? ![A trapezium with the parallel sides labelled with 2cm and a and the height labelled with 8cm]()",\( 8 \mathrm{~cm} \),D,\( 4 \mathrm{~cm} \),,"Question: The area of this trapezium is \( 40 \mathrm{~cm}^{2} \).

What is the value of \( a \) ? ![A trapezium with the parallel sides labelled with 2cm and a and the height labelled with 8cm]()
Incorrect Answer: \( 4 \mathrm{~cm} \)
Correct Answer: \( 8 \mathrm{~cm} \)
Construct Name: Given the area of a trapezium, calculate a missing dimension
Subject Name: Area of Simple Shapes

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
249,Recognise whether you need to add or subtract linear equations in order to eliminate a variable,Simultaneous Equations,B,"Tom and Katie are discussing this pair of simultaneous equations: \( \begin{array}{l}3 x-2 y=8 \\ 3 x+y=14\end{array} \) Tom says if you add the two equations together you will eliminate a variable

Katie says if you subtract the two equations together you will eliminate a variable

Who is correct?","Only
Katie",D,Neither is correct,,"Question: Tom and Katie are discussing this pair of simultaneous equations: \( \begin{array}{l}3 x-2 y=8 \\ 3 x+y=14\end{array} \) Tom says if you add the two equations together you will eliminate a variable

Katie says if you subtract the two equations together you will eliminate a variable

Who is correct?
Incorrect Answer: Neither is correct
Correct Answer: Only
Katie
Construct Name: Recognise whether you need to add or subtract linear equations in order to eliminate a variable
Subject Name: Simultaneous Equations

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
257,Convert from kilometers to miles,Length Units,A,\( 3 \) miles \( \approx 5 \mathrm{~km} \) \( 30 \mathrm{~km} \approx \square \) miles,\( 18 \),D,\( 50 \),,"Question: \( 3 \) miles \( \approx 5 \mathrm{~km} \) \( 30 \mathrm{~km} \approx \square \) miles
Incorrect Answer: \( 50 \)
Correct Answer: \( 18 \)
Construct Name: Convert from kilometers to miles
Subject Name: Length Units

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
262,Identify factors of a number,Factors and Highest Common Factor,B,"\[
1,2,4,8
\]
These are the only factors of...",\( 8 \),D,\( 64 \),,"Question: \[
1,2,4,8
\]
These are the only factors of...
Incorrect Answer: \( 64 \)
Correct Answer: \( 8 \)
Construct Name: Identify factors of a number
Subject Name: Factors and Highest Common Factor

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
269,Convert decimals less than 1 with 3 or more decimal place to percentages,Converting between Decimals and Percentages,C,How do you write \( 0.909 \) as a percentage?,\( 90.9 \% \),D,\( 9.9 \% \),,"Question: How do you write \( 0.909 \) as a percentage?
Incorrect Answer: \( 9.9 \% \)
Correct Answer: \( 90.9 \% \)
Construct Name: Convert decimals less than 1 with 3 or more decimal place to percentages
Subject Name: Converting between Decimals and Percentages

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
274,Use a linear sequence expressed as a pattern to make a prediction about another term in the sequence other than the next one,Linear Sequences (nth term),C,"Here are the first \( 4 \) terms of a linear sequence. ![A sequence of 4 patterns, that are the first 4 terms of a sequence. The first  pattern is a rectangle, made of 3 squares stacked vertically. The second  pattern is an L shape made of 4 squares, it is the same as the first pattern but with 1 square stuck to the right of the square that is at the bottom of the rectangle. The 3rd pattern is an L shape made of 5 squares. It is the same as the 2nd pattern but with 1 more square added to the right of the squares at the bottom. The 4th pattern is an L shape made of 6 squares. It is the same as the 3rd pattern but with 1 more square added to the right of the squares at the bottom ]() How many squares would be in the \( 10^{\text {th }} \) term?",\( 12 \),D,\( 11 \),,"Question: Here are the first \( 4 \) terms of a linear sequence. ![A sequence of 4 patterns, that are the first 4 terms of a sequence. The first  pattern is a rectangle, made of 3 squares stacked vertically. The second  pattern is an L shape made of 4 squares, it is the same as the first pattern but with 1 square stuck to the right of the square that is at the bottom of the rectangle. The 3rd pattern is an L shape made of 5 squares. It is the same as the 2nd pattern but with 1 more square added to the right of the squares at the bottom. The 4th pattern is an L shape made of 6 squares. It is the same as the 3rd pattern but with 1 more square added to the right of the squares at the bottom ]() How many squares would be in the \( 10^{\text {th }} \) term?
Incorrect Answer: \( 11 \)
Correct Answer: \( 12 \)
Construct Name: Use a linear sequence expressed as a pattern to make a prediction about another term in the sequence other than the next one
Subject Name: Linear Sequences (nth term)

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
